Author name,Document index,Paragraph index,Sentence index,Sentence length,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60,Word 61,Word 62,Word 63,Word 64,Word 65,Word 66,Word 67,Word 68,Word 69,Word 70,Word 71,Word 72,Word 73,Word 74,Word 75,Word 76,Word 77,Word 78,Word 79,Word 80,Word 81,Word 82,Word 83,Word 84,Word 85,Word 86,Word 87,Word 88,Word 89,Word 90,Word 91,Word 92,Word 93,Word 94,Word 95,Word 96,Word 97,Word 98,Word 99,Word 100,Word 101,Word 102,Word 103,Word 104,Word 105,Word 106,Word 107,Word 108,Word 109,Word 110,Word 111,Word 112,Word 113,Word 114,Word 115,Word 116,Word 117,Word 118,Word 119,Word 120,Word 121,Word 122,Word 123,Word 124,Word 125,Word 126,Word 127,Word 128,Word 129,Word 130,Word 131,Word 132,Word 133,Word 134,Word 135,Word 136,Word 137,Word 138,Word 139,Word 140,Word 141,Word 142,Word 143,Word 144,Word 145,Word 146,Word 147,Word 148,Word 149,Word 150,Word 151,Word 152
chesterton,0,817,0,37,With,these,words,the,benevolent,Mr,.,Wilkinson,fell,flat,on,his,face,in,the,road,",",but,continued,to,laugh,softly,",",and,turned,towards,his,flying,companion,a,face,of,peculiar,peace,and,benignity,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,817,1,34,Evan,',s,mind,went,through,a,crisis,of,instantaneous,casuistry,",",in,which,it,may,be,that,he,decided,wrongly,;,but,about,how,he,decided,his,biographer,can,profess,no,doubt,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,817,2,41,Two,minutes,afterwards,he,had,overtaken,Turnbull,and,told,the,tale,;,ten,minutes,afterwards,he,and,Turnbull,had,somehow,tumbled,into,the,yacht,called,the,_Gibson,Girl_,and,had,somehow,pushed,off,from,the,Isle,of,St,.,Loup,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,818,0,2,XII,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,818,1,3,THE,DESERT,ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,819,0,65,Those,who,happen,to,hold,the,view,(,and,Mr,.,Evan,MacIan,",",now,alive,and,comfortable,",",is,among,the,number,),that,something,supernatural,",",some,eccentric,kindness,from,god,or,fairy,had,guided,our,adventurers,through,all,their,absurd,perils,",",might,have,found,his,strongest,argument,perhaps,in,their,management,or,mismanagement,of,Mr,.,Wilkinson,',s,yacht,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,819,1,50,Neither,of,them,had,the,smallest,qualification,for,managing,such,a,vessel,;,but,MacIan,had,a,practical,knowledge,of,the,sea,in,much,smaller,and,quite,different,boats,",",while,Turnbull,had,an,abstract,knowledge,of,science,and,some,of,its,applications,to,navigation,",",which,was,worse,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,819,2,40,The,presence,of,the,god,or,fairy,can,only,be,deduced,from,the,fact,that,they,never,definitely,ran,into,anything,",",either,a,boat,",",a,rock,",",a,quicksand,",",or,a,man,-,of,-,war,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,819,3,14,Apart,from,this,negative,description,",",their,voyage,would,be,difficult,to,describe,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,819,4,40,It,took,at,least,a,fortnight,",",and,MacIan,",",who,was,certainly,the,shrewder,sailor,of,the,two,",",realized,that,they,were,sailing,west,into,the,Atlantic,and,were,probably,by,this,time,past,the,Scilly,Isles,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,819,5,16,How,much,farther,they,stood,out,into,the,western,sea,it,was,impossible,to,conjecture,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,819,6,33,But,they,felt,certain,",",at,least,",",that,they,were,far,enough,into,that,awful,gulf,between,us,and,America,to,make,it,unlikely,that,they,would,soon,see,land,again,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,819,7,53,It,was,therefore,with,legitimate,excitement,that,one,rainy,morning,after,daybreak,they,saw,that,distinct,shape,of,a,solitary,island,standing,up,against,the,encircling,strip,of,silver,which,ran,round,the,skyline,and,separated,the,grey,and,green,of,the,billows,from,the,grey,and,mauve,of,the,morning,clouds,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,820,0,6,"""",What,can,it,be,"?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,820,1,10,cried,MacIan,",",in,a,dry,-,throated,excitement,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,820,2,29,"""",I,didn,',t,know,there,were,any,Atlantic,islands,so,far,beyond,the,Scillies,--,Good,Lord,",",it,can,',t,be,Madeira,",",yet,"?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,821,0,18,"""",I,thought,you,were,fond,of,legends,and,lies,and,fables,",""",said,Turnbull,",",grimly,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,821,1,7,"""",Perhaps,it,',s,Atlantis,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,822,0,31,"""",Of,course,",",it,might,be,",""",answered,the,other,",",quite,innocently,and,gravely,;,"""",but,I,never,thought,the,story,about,Atlantis,was,very,solidly,established,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,823,0,29,"""",Whatever,it,is,",",we,are,running,on,to,it,",""",said,Turnbull,",",equably,",","""",and,we,shall,be,shipwrecked,twice,",",at,any,rate,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,824,0,31,The,naked,-,looking,nose,of,land,projecting,from,the,unknown,island,was,",",indeed,",",growing,larger,and,larger,",",like,the,trunk,of,some,terrible,and,advancing,elephant,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,824,1,41,There,seemed,to,be,nothing,in,particular,",",at,least,on,this,side,of,the,island,",",except,shoals,of,shellfish,lying,so,thick,as,almost,to,make,it,look,like,one,of,those,toy,grottos,that,the,children,make,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,824,2,54,In,one,place,",",however,",",the,coast,offered,a,soft,",",smooth,bay,of,sand,",",and,even,the,rudimentary,ingenuity,of,the,two,amateur,mariners,managed,to,run,up,the,little,ship,with,her,prow,well,on,shore,and,her,bowsprit,pointing,upward,",",as,in,a,sort,of,idiotic,triumph,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,825,0,31,They,tumbled,on,shore,and,began,to,unload,the,vessel,",",setting,the,stores,out,in,rows,upon,the,sand,with,something,of,the,solemnity,of,boys,playing,at,pirates,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,825,1,61,There,were,Mr,.,Wilkinson,',s,cigar,-,boxes,and,Mr,.,Wilkinson,',s,dozen,of,champagne,and,Mr,.,Wilkinson,',s,tinned,salmon,and,Mr,.,Wilkinson,',s,tinned,tongue,and,Mr,.,Wilkinson,',s,tinned,sardines,",",and,every,sort,of,preserved,thing,that,could,be,seen,at,the,Army,and,Navy,stores,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,825,2,15,Then,MacIan,stopped,with,a,jar,of,pickles,in,his,hand,and,said,abruptly,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,826,0,27,"""",I,don,',t,know,why,we,',re,doing,all,this,;,I,suppose,we,ought,really,to,fall,to,and,get,it,over,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,827,0,18,Then,he,added,more,thoughtfully,:,"""",Of,course,this,island,seems,rather,bare,and,the,survivor,"----""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,828,0,28,"""",The,question,is,",""",said,Turnbull,",",with,cheerful,speculation,",","""",whether,the,survivor,will,be,in,a,proper,frame,of,mind,for,potted,prawns,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,829,0,22,MacIan,looked,down,at,the,rows,of,tins,and,bottles,",",and,the,cloud,of,doubt,still,lowered,upon,his,face,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,830,0,80,"""",You,will,permit,me,two,liberties,",",my,dear,sir,",""",said,Turnbull,at,last,:,"""",The,first,is,to,break,open,this,box,and,light,one,of,Mr,.,Wilkinson,',s,excellent,cigars,",",which,will,",",I,am,sure,",",assist,my,meditations,;,the,second,is,to,offer,a,penny,for,your,thoughts,;,or,rather,to,convulse,the,already,complex,finances,of,this,island,by,betting,a,penny,that,I,know,them,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,831,0,9,"""",What,on,earth,are,you,talking,about,"?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,831,1,13,asked,MacIan,",",listlessly,",",in,the,manner,of,an,inattentive,child,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,832,0,16,"""",I,know,what,you,are,really,thinking,",",MacIan,",""",repeated,Turnbull,",",laughing,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,832,1,10,"""",I,know,what,I,am,thinking,",",anyhow,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,832,2,10,And,I,rather,fancy,it,',s,the,same,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,833,0,6,"""",What,are,you,thinking,"?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,833,1,3,asked,Evan,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,834,0,24,"""",I,am,thinking,and,you,are,thinking,",""",said,Turnbull,",","""",that,it,is,damned,silly,to,waste,all,that,champagne,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,835,0,26,Something,like,the,spectre,of,a,smile,appeared,on,the,unsmiling,visage,of,the,Gael,;,and,he,made,at,least,no,movement,of,dissent,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,836,0,31,"""",We,could,drink,all,the,wine,and,smoke,all,the,cigars,easily,in,a,week,",""",said,Turnbull,;,"""",and,that,would,be,to,die,feasting,like,heroes,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,837,0,16,"""",Yes,",",and,there,is,something,else,",""",said,MacIan,",",with,slight,hesitation,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,837,1,17,"""",You,see,",",we,are,on,an,almost,unknown,rock,",",lost,in,the,Atlantic,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,837,2,28,The,police,will,never,catch,us,;,but,then,neither,may,the,public,ever,hear,of,us,;,and,that,was,one,of,the,things,we,wanted,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,837,3,29,Then,",",after,a,pause,",",he,said,",",drawing,in,the,sand,with,his,sword,-,point,:,"""",She,may,never,hear,of,it,at,all,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,838,0,3,"""",Well,"?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,838,1,9,inquired,the,other,",",puffing,at,his,cigar,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,839,0,41,"""",Well,",""",said,MacIan,",","""",we,might,occupy,a,day,or,two,in,drawing,up,a,thorough,and,complete,statement,of,what,we,did,and,why,we,did,it,",",and,all,about,both,our,points,of,view,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,839,1,34,Then,we,could,leave,one,copy,on,the,island,whatever,happens,to,us,and,put,another,in,an,empty,bottle,and,send,it,out,to,sea,",",as,they,do,in,the,books,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,840,0,16,"""",A,good,idea,",""",said,Turnbull,",","""",and,now,let,us,finish,unpacking,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,841,0,42,As,MacIan,",",a,tall,",",almost,ghostly,figure,",",paced,along,the,edge,of,sand,that,ran,round,the,islet,",",the,purple,but,cloudy,poetry,which,was,his,native,element,was,piled,up,at,its,thickest,upon,his,soul,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,841,1,15,The,unique,island,and,the,endless,sea,emphasized,the,thing,solely,as,an,epic,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,841,2,20,There,were,no,ladies,or,policemen,here,to,give,him,a,hint,either,of,its,farce,or,its,tragedy,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,842,0,41,"""",Perhaps,when,the,morning,stars,were,made,",""",he,said,to,himself,",","""",God,built,this,island,up,from,the,bottom,of,the,world,to,be,a,tower,and,a,theatre,for,the,fight,between,yea,and,nay,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,843,0,23,Then,he,wandered,up,to,the,highest,level,of,the,rock,",",where,there,was,a,roof,or,plateau,of,level,stone,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,843,1,25,Half,an,hour,afterwards,",",Turnbull,found,him,clearing,away,the,loose,sand,from,this,table,-,land,and,making,it,smooth,and,even,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,844,0,18,"""",We,will,fight,up,here,",",Turnbull,",""",said,MacIan,",","""",when,the,time,comes,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,844,1,11,And,till,the,time,comes,this,place,shall,be,sacred,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,845,0,22,"""",I,thought,of,having,lunch,up,here,",""",said,Turnbull,",",who,had,a,bottle,of,champagne,in,his,hand,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,846,0,21,"""",No,",",no,--,not,up,here,",""",said,MacIan,",",and,came,down,from,the,height,quite,hastily,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,846,1,34,Before,he,descended,",",however,",",he,fixed,the,two,swords,upright,",",one,at,each,end,of,the,platform,",",as,if,they,were,human,sentinels,to,guard,it,under,the,stars,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,847,0,14,Then,they,came,down,and,lunched,plentifully,in,a,nest,of,loose,rocks,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,847,1,12,In,the,same,place,that,night,they,supped,more,plentifully,still,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
