Author name,Document name,Paragraph number,Sentence number,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60,Word 61,Word 62,Word 63,Word 64,Word 65,Word 66,Word 67,Word 68,Word 69,Word 70,Word 71,Word 72,Word 73,Word 74,Word 75,Word 76,Word 77,Word 78,Word 79,Word 80,Word 81,Word 82,Word 83,Word 84,Word 85,Word 86,Word 87,Word 88,Word 89,Word 90,Word 91,Word 92,Word 93,Word 94,Word 95,Word 96,Word 97,Word 98,Word 99,Word 100,Word 101,Word 102,Word 103,Word 104,Word 105,Word 106,Word 107,Word 108,Word 109,Word 110,Word 111,Word 112,Word 113,Word 114,Word 115,Word 116,Word 117,Word 118,Word 119,Word 120,Word 121,Word 122,Word 123,Word 124,Word 125,Word 126,Word 127,Word 128,Word 129,Word 130,Word 131,Word 132
original,2110.13317_original.txt,1,42,The,task,level,",",as,the,“,unit,of,work,that,produces,output,",",”,is,a,highly,insightful,level,of,detail,for,evaluating,the,impact,of,technologies,on,jobs,(,Acemoglu,&,Autor,",",2011,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,43,Our,approach,has,two,main,benefits,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,44,On,the,one,hand,",",it,allows,accounting,for,a,specific,technology,exposure,for,each,task,",",which,is,ignored,when,looking,at,occupations,as,a,whole,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,45,On,the,other,hand,",",our,task-level,approach,increases,the,accuracy,of,the,mapping,",",as,it,identifies,patents,specific,to,each,activity,",",rather,than,patents,which,have,many,words,in,common,with,the,overall,occupation,description,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,46,For,example,",",our,approach,might,avoid,associating,a,robot,engineer,mainly,with,robot,patents,in,general,(,e.g.,",",improved,efficiency,of,assembly,robots,),",",but,rather,with,patents,which,describe,in-,novations,that,help,to,“,plan,robot,path,”,",",“,debug,robot,programs,”,",",and,“,maintain,robots.,”,Further,",",we,introduce,a,measure,of,technology,exposure,;,we,therefore,differentiate,between,technologies,of,the,fourth,industrial,revolution,(,4IR,patents,),and,other,patents,(,non-4IR,patents,),for,creating,technology,exposure,scores,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,47,These,scores,indicate,patent,exposure,at,the,task,and,occupation,level,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,48,Our,analysis,includes,patent,data,since,1970,and,thus,allows,us,to,review,developments,over,time,",",e.g.,",",when,4IR,technologies,have,been,developed,and,how,long,it,takes,them,to,impact,the,labor,market,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,49,Various,researchers,identify,the,lack,of,high-quality,data,on,technological,progress,of,key,4IR,technologies,as,a,key,barrier,to,better,understanding,the,impact,of,those,technologies,on,the,workforce,(,Frank,et,al.,",",2019b,;,Mitchell,&,Brynjolfsson,",",2017,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,50,With,this,article,",",we,address,this,issue,by,providing,a,mapping,of,patents,to,occupational,tasks,and,introducing,a,4IR,technology,exposure,score,per,occupation,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,51,Conclusions,and,future,work,The,aim,of,this,paper,is,to,better,understand,the,exposure,of,occupations,to,technologies,of,the,4IR,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,52,Several,existing,indicators,describe,the,theoretical,automation,potential,or,future,exposure,potential,of,occupations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,53,We,introduce,an,indicator,reflecting,actual,technology,diffusion,",",based,on,patent,data,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,54,This,paper,presents,a,method,for,mapping,patents,to,tasks,and,introduces,an,occupation,and,task-level,indicator,of,exposure,to,patents,of,the,4IR,(,4IR,exposure,score,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,55,We,refine,existing,approaches,to,better,account,for,task-level,differences,in,patent,exposure,and,the,context,in,which,an,activity,is,conducted,(,e.g.,",",diagnose,machine,condition,vs.,diagnose,patient,condition,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,56,We,therefore,consider,that,this,approach,offers,a,highly,valuable,contribution,towards,mapping,patents,to,tasks,and,occupations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,57,Occupations,with,higher,exposure,scores,may,",",for,example,",",be,more,impacted,by,4IR,tech-,nologies,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,58,The,analysis,shows,that,ratio,of,exposure,to,4IR,and,non-4IR,patents,differs,per,oc-,cupation,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,59,Occupations,with,many,manual,tasks,",",such,as,manufacturing,and,construction,",",have,high,non-4IR,exposure,and,low,4IR,exposure,",",whereas,many,non-manual,occupations,",",such,as,finance,and,marketing,occupations,",",have,a,higher,ratio,of,4IR,exposure,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,60,The,4IR,exposure,score,is,also,valuable,as,a,complementary,score,to,other,technology,or,automation,scores,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,61,For,example,",",comparing,theoretical,and,actual,technology,exposure,can,provide,insights,into,which,occupations,might,undergo,changes,through,current,technologies,versus,future,diffusion,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,62,This,direct,measure,of,technological,progress,can,provide,highly,valuable,data,for,further,ex-,ploration,of,the,impact,of,technological,change,on,employment,(,Mitchell,&,Brynjolfsson,",",2017,),and,may,serve,as,a,source,for,labor,market,analysis,to,explore,impact,patterns,of,technologies,on,jobs,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,63,We,compared,our,4IR,exposure,scores,with,labor,market,indicators,and,found,that,exposure,to,non-4IR,patents,is,highest,for,medium-wage,occupations,",",and,that,4IR,exposure,is,highest,for,high-wage,occupations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,64,Further,",",regression,analysis,showed,a,negative,(,concave,),relation,of,4IR,exposure,to,job,growth,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,65,Patent,exposure,10,and,20,years,ago,showed,higher,coefficients,on,the,impact,on,job,growth,than,more,recent,patent,exposure,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,66,The,gap,may,reflect,the,time,between,invention,and,technology,diffusion,and,is,in,line,with,findings,of,Kogan,et,al,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,67,(,2020,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,68,Further,analysis,with,micro,data,is,required,to,confirm,these,findings,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,69,To,estimate,the,overall,impact,on,the,labor,market,",",more,complex,modeling,is,required,",",e.g.,",",considering,the,effect,of,deepening,of,automation,or,capital,accumulation,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,70,Acemoglu,&,Restrepo,(,2019,),observed,that,different,technologies,may,have,different,impact,patterns,on,the,labor,markets,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,71,Therefore,",",differentiating,between,4IR,technologies,may,offer,additional,value,for,labor,market,analyses,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,72,Researchers,can,build,on,our,mapping,for,technology-,level,analysis,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,73,On,the,one,hand,",",we,provide,technology-specific,exposure,scores,(,e.g.,",",CAD,",",augmented,reality,for,surgery,",",and,smart,office,technologies,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,74,On,the,other,hand,",",our,mapping,of,patents,to,tasks,allows,researchers,to,build,any,other,exposure,scores,",",such,as,robots,",",or,breakthrough,patents,",",as,long,as,a,patent,technology,mapping,is,available,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,75,Also,",",patent,data,is,available,at,firm,level,and,allows,for,time-varying,measures,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,76,Our,work,provides,an,occupation,(,and,task,),-level,indicator,of,4IR,patent,exposure,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,77,Patents,describe,inventions,",",and,not,all,inventions,have,an,equal,impact,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,78,Future,work,could,thus,fur-,ther,improve,the,indicator,by,accounting,for,a,patent,’,s,impact,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,79,The,count,of,patent,citations,is,frequently,discussed,as,potential,measure,for,novelty,and,social,usefulness,",",but,its,validity,is,ambiguous,(,Strumsky,&,Lobo,",",2015,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,80,Another,approach,is,described,by,Kelly,et,al,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,81,(,2020,),",",who,describe,“,breakthrough,patents,”,which,significantly,differ,in,text,content,from,previous,patents,and,thus,might,have,particularly,high,impact,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,82,Our,approach,builds,on,occupation,and,task,description,data,provided,by,O,*,Net,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,83,We,take,advantage,of,its,extensive,and,hierarchical,descriptions,of,occupational,activities,and,tasks,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,84,Fu-,ture,work,could,rely,on,additional,information,provided,by,O,*,Net,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,85,For,example,",",at,a,task,and,occupation,level,",",the,dataset,indicates,which,technologies,and,tools,are,used,",",such,as,word,pro-,cessing,software,or,programmable,logic,controllers,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,86,Building,on,this,information,may,provide,information,on,inventions,related,specifically,to,labor,augmentation,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,87,The,O,*,Net,database,de-,scribes,occupations,in,the,context,of,the,US,labor,market,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,88,There,exist,concordance,tables,",",which,can,help,to,use,the,patent,occupation,mapping,in,other,contexts,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13317_original.txt,1,89,These,might,provide,additional,accuracy,to,directly,map,patents,to,those,regional,occupation,descriptions,",",if,regional,databases,with,similar,hierarchical,structures,exist,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,1,Introduction,Multi-hop,QA,is,an,important,and,challenging,task,in,natural,language,processing,(,NLP,),",",which,re-,quires,complex,reasoning,over,several,paragraphs,to,reach,the,final,answer,and,explanatory,evidence,to,demonstrate,the,reasoning,process,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,2,Many,high-,quality,multi-hop,QA,datasets,have,been,intro-,duced,recently,",",such,as,HotpotQA,(,Yang,et,al.,",",2018,),",",ComplexWebQuestions,(,Talmor,and,Berant,",",2018,),",",QAngaroo,WikiHop,(,Welbl,et,al.,",",2018,),",",R4C,(,Inoue,et,al.,",",2020,),",",2WikiMultiHopQA,(,Ho,et,al.,",",2021,),",",etc,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,3,These,high-quality,multi-hop,QA,datasets,pro-,mote,many,multi-hop,QA,models,(,Song,et,al.,",",2018,;,Ding,et,al.,",",2019,;,Xiao,et,al.,",",2019,;,Nishida,et,al.,",",2019,;,Tu,et,al.,",",2019,;,Cao,et,al.,",",2019,),",",most,of,which,are,end-to-end,models,based,on,graph,structure,or,graph,neural,network,(,Velicˇkovic,́,et,"al.,2018",),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,4,Although,these,works,have,good,perfor-,mances,in,many,tasks,",",they,also,have,some,limita-,tions,to,address,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,5,First,of,all,",",the,internal,reasoning,mechanism,of,previous,end-to-end,QA,models,is,a,black-box,",",which,usually,use,an,additional,dis-,criminator,to,judge,whether,a,sentence,is,a,clue,sentence,",",such,as,DFGN,(,Xiao,et,al.,",",2019,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,6,There,is,no,evidence,to,show,that,such,additional,discrim-,inators,are,strongly,correlated,with,the,reasoning,results,of,the,end-to-end,model,",",which,means,not,faithful,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,7,Secondly,",",although,graph,structure,is,help-,ful,to,multi-hop,reasoning,in,theory,",",but,recent,work,(,Shao,et,al.,",",2020,),shows,that,the,existing,graph,neural,network,is,only,a,special,attention,mechanism,(,Bahdanau,et,al.,",",2014,),",",and,it,’,s,not,necessary,for,multi-hop,QA,",",with,the,experiments,that,better,results,can,be,achieved,by,using,only,transformer,network,instead,of,graph,neural,net-,work,",",as,long,as,the,same,additional,adjacency,matrix,information,is,provided,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,8,We,observed,that,human,reasoning,about,com-,plex,questions,is,not,accomplished,overnight,and,it,’,s,usually,divided,into,the,steps,of,question,de-,composition,",",answering,sub-questions,",",summariz-,ing,and,comparing,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,9,For,example,",",for,the,complex,question,",",``,whose,candidate,will,get,more,votes,in,the,2020,U.S.,election,",",Democrats,and,Repub-,licans,?,'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,10,People,will,not,think,about,the,whole,question,",",but,firstly,decompose,the,complex,ques-,tion,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,11,Realizing,that,the,subject,of,the,question,is,``,Democrats,and,Republicans,'',",",and,the,question,is,about,``,candidates,'',and,``,number,of,votes,'',",",peo-,ple,can,answer,those,sub-questions,progressively–,``,who,is,the,Democratic,candidate,?,'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,12,and,``,how,many,votes,does,ANS,get,?,'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,13,The,same,thinking,process,was,performed,for,another,question,sub-,ject,",",``,Republican,Party,'',.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,14,Finally,",",the,two,votes,were,compared,to,obtain,the,answer,to,the,entire,complex,question,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,15,Inspired,by,the,way,humans,answer,complex,multi-hop,questions,",",in,this,work,we,abandoned,the,end-to-end,model,structure,",",but,imitated,the,human,reasoning,mechanism,to,propose,a,three-,stage,Relation,Extractor-Reader,and,Comparator,(,RERC,),model1,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,16,We,first,build,a,Relation,Extrac-,tor,",",which,can,automatically,extract,the,subject,and,key,relations,of,the,question,from,the,com-,plex,unstructured,textual,representation,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,17,For,the,Relation,Extractor,",",we,use,two,different,structures,",",one,is,classification-type,(,CRERC,),",",where,the,evi-,dence,relation,information,in,the,dataset,is,used,as,prior,knowledge,",",and,the,question,text,is,mapped,to,question,relations,through,the,classifier,;,the,other,is,span-type,(,SRERC,),",",where,the,type,of,question,relations,is,unrestricted,",",and,the,Relation,Extractor,can,automatically,extract,multiple,corresponding,spans,from,the,question,text,as,question,relations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,18,Next,",",we,use,the,advanced,ALBERT,model,(,Lan,et,al.,",",2020,),as,the,Reader,",",which,reads,the,corre-,sponding,paragraphs,and,answer,each,sub-question,composed,of,the,subject,and,relations,of,the,ques-,tion,in,turn,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.13472_original.txt,1,19,Finally,",",for,comparison,type,questions,",",our,Comparator,module,compares,the,magnitude,of,each,subject,’,s,final,answer,",",and,then,get,the,entire,answer,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
