Author name,Document name,Paragraph number,Sentence number,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60,Word 61,Word 62,Word 63,Word 64,Word 65,Word 66,Word 67,Word 68,Word 69,Word 70,Word 71,Word 72,Word 73,Word 74,Word 75,Word 76,Word 77,Word 78,Word 79,Word 80,Word 81,Word 82,Word 83,Word 84,Word 85,Word 86,Word 87,Word 88,Word 89,Word 90,Word 91,Word 92,Word 93,Word 94,Word 95,Word 96,Word 97,Word 98,Word 99,Word 100,Word 101,Word 102,Word 103,Word 104,Word 105,Word 106,Word 107,Word 108,Word 109,Word 110,Word 111,Word 112,Word 113,Word 114,Word 115,Word 116,Word 117,Word 118,Word 119,Word 120,Word 121,Word 122,Word 123,Word 124,Word 125,Word 126,Word 127,Word 128,Word 129,Word 130,Word 131,Word 132,Word 133,Word 134,Word 135,Word 136,Word 137,Word 138,Word 139,Word 140,Word 141,Word 142,Word 143,Word 144,Word 145,Word 146,Word 147,Word 148,Word 149,Word 150,Word 151,Word 152,Word 153,Word 154,Word 155,Word 156,Word 157,Word 158,Word 159,Word 160,Word 161,Word 162,Word 163,Word 164,Word 165,Word 166,Word 167,Word 168,Word 169,Word 170,Word 171,Word 172,Word 173,Word 174,Word 175,Word 176,Word 177,Word 178,Word 179,Word 180,Word 181,Word 182,Word 183,Word 184,Word 185,Word 186,Word 187,Word 188,Word 189,Word 190,Word 191,Word 192,Word 193,Word 194,Word 195,Word 196,Word 197,Word 198,Word 199,Word 200,Word 201,Word 202,Word 203,Word 204,Word 205,Word 206,Word 207,Word 208,Word 209
generated,2110.15705_generated.txt,1,37,(,2018,),use,BERT,for,link,prediction,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,38,To,this,end,",",they,use,a,manually,defined,prompt,for,each,relation,type,",",in,which,the,tail,entity,is,replaced,by,a,<,mask,>,token,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,39,To,complete,a,knowledge,graph,triple,such,as,(,Dante,",",born-in,",",?,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,40,they,create,the,input,Ã¢ÂÂDante,was,born,in,<,mask,>,Ã¢ÂÂ,and,then,look,at,the,predictions,of,BERT,for,the,masked,token,to,retrieve,the,correct,answer,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,41,It,is,notable,that,BERT,is,thus,used,for,extracting,relational,knowledge,without,any,fine-tuning,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,42,This,clearly,shows,that,a,substantial,amount,of,factual,knowl-,edge,is,encoded,in,the,parameters,of,pre-trained,LMs,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,43,Some,works,have,also,looked,at,how,such,knowledge,is,stored,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,44,Geva,et,al,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,45,(,2020,),argue,that,the,feed-forward,layers,of,transformer-based,LMs,act,as,neural,memories,",",which,would,suggest,that,e.g,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,46,the,place,where,Dante,is,bornÃ¢ÂÂ,is,stored,as,a,property,of,Florence,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,47,Dai,et,al,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,48,(,2021,),present,further,evidence,of,this,view,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,49,What,is,less,clear,",",then,",",is,whether,relations,themselves,have,an,ex-,plicit,representation,",",or,whether,transformer,mod-,els,essentially,store,a,propositional,knowledge,graph,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,50,The,results,we,present,in,this,paper,sug-,gest,that,common,lexical,relations,(,e.g,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,51,hypernymy,",",meronymy,",",has-attribute,),",",at,least,",",must,have,some,kind,of,explicit,representation,",",although,it,remains,unclear,how,they,are,encoded,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,52,Another,notable,work,focusing,on,link,pre-,diction,is,(,Bosselut,et,al.,",",2019,),",",where,GPT,is,fine-tuned,to,complete,triples,from,commonsense,knowledge,graphs,",",in,particular,ConceptNet,(,Speer,et,al.,",",2017,),and,ATOMIC,(,Sap,et,al.,",",2019,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,53,While,their,model,was,able,to,generate,new,knowledge,graph,triples,",",it,is,unclear,to,what,extent,this,is,achieved,by,extracting,commonsense,knowledge,that,was,already,captured,by,the,pre-trained,GPT,model,",",or,whether,this,rather,comes,from,the,abil-,ity,to,generalise,from,the,training,triples,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,54,For,the,ConceptNet,dataset,",",for,instance,",",Jastrze,ÃÂ¨bski,et,al,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,55,(,2018,),found,that,most,test,triples,are,in,fact,minor,variations,of,training,triples,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15705_generated.txt,1,56,In,this,paper,",",we,also,rely,on,fine-tuning,",",which,makes,it,harder,to,de-,termine,to,what,extent,the,pre-trained,LM,already,captures,relational,knowledge,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,1,Introduction,Artificial,intelligence,had,shown,a,great,progress,in,the,recent,years,especially,the,deep,learning,branch,where,learning,techniques,have,been,improved,very,quickly,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,2,The,combination,of,representation,learning,and,deep,learning,have,allowed,the,emerging,of,a,new,AI,class,called,deep,reinforcement,learning,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,3,Deep,Reinforcement,learning,tend,to,estimate,value,functions,from,exper-,iments,and,simulations,and,using,dynamic,programming,through,Deep,Re-,inforcement,learning,is,an,efficient,way,to,build,reactive,strategies,acting,on,instantaneous,control,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,4,An,algorithm,which,approves,its,performance,by,experi-,ence,is,an,algorithm,capable,of,avoiding,his,own,mistakes,through,a,combination,of,a,strong,memory,fed,by,fresh,helpful,data,and,the,ability,to,keep,winning,pre-,dictions,after,a,long-term,performance,(,Barto,",",Bradtke,",",&,Singh,",",1995,),(,Mnih,et,al.,",",2015,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,5,Neural,Network,can,be,considered,as,a,dynamic,Reinforcement,Learning,scheme,where,the,layers,are,putted,in,a,parallel,way,to,have,a,cascaded,trans-,mission,of,the,treated,signal,(,Fukushima,&,Miyake,",",1982,),(,LeCun,et,al.,",",1989,),and,where,a,prior,knowledge,is,important,to,predict,the,output,state,of,new,observations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,6,Sequential,modeling,is,a,way,to,process,data,in,natural,language,processing,by,maximizing,awards,after,manipulating,situation,and,producing,resulting,actions,(,Vithayathil,Varghese,&,Mahmoud,",",2020,),(,LeCun,",",Bengio,",",&,Hinton,",",2015,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,7,A,sequential,model,representation,is,influenced,by,its,data,representation,and,how,tensors,are,trained,to,produce,an,optimal,control,(,Bengio,",",Courville,",",&,Vincent,",",2013,),To,improve,the,target,learning,task,",",transfer,learning,is,used,as,a,powerful,technique,to,increase,the,value,of,the,most,probable,cases,inside,a,state,matrix,(,Boutsioukis,",",Partalas,",",&,Vlahavas,",",2011,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,8,Transferring,the,knowledge,helps,us,to,reduce,the,amount,of,data,consumed,and,rely,on,feature,engineering,to,reduce,the,noise,caused,by,annotation,errors,and,other,tag-set,anomalies,in,a,context,of,multi-agent,system,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,9,Extracting,ingredients,automatically,from,a,recipe,text,is,an,extremely,use-,ful,activity,especially,when,we,want,to,analyze,a,massive,data,of,text,recipes,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,10,Rule-Based,methods,were,implemented,to,extract,information,from,unstruc-,tured,recipe,data,(,Silva,",",Ribeiro,",",&,Ferreira,",",2019,),Ingredients,is,not,the,only,useful,information,we,want,to,extract,;,in,this,work,we,are,going,to,use,Hidden,Markov,Models,especially,Viterbi,algorithm,with,some,modification,to,make,it,receiving,two,unique,features,:,POS-tags,and,tokens,",",to,predict,ingredient,states,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,11,Previous,works,Many,previous,works,were,interested,in,analyzing,cuisine,recipes,",",for,exam-,ple,Sina,Sajadmanesh,(,Sajadmanesh,et,al.,",",2017,),presented,an,analysis,of,the,ingredients,diversity,around,the,word,using,an,ingredient-based,classifier,to,dif-,ferentiate,between,recipes,around,the,word,based,on,its,geographical,identity,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,12,Sina,Sajadmanesh,(,Sajadmanesh,et,al.,",",2017,),studied,the,diversity,of,ingredi-,ents,in,dishes,with,introduction,of,global,diversity,(,the,ability,to,have,diversified,ingredients,between,recipes,),and,local,diversity,(,the,ability,to,have,diversified,ingredients,within,a,recipe,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,13,Other,related,work,for,culinary,habits,is,Yong-Yeol,Ahn,paper,(,Ahn,",",Ahnert,",",Bagrow,",",&,Barab,ÃÂasi,",",2011,),who,introduced,the,notion,of,Flavor,Network,and,tried,to,verify,the,Food,Paring,hypothesis,introduced,on,the,90Ã¢ÂÂs,by,Heston,Blumenthal,and,Francois,Benzi,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,14,Flavor,network,as,described,by,Ahn,is,a,graph,where,the,nodes,are,the,ingredients,extracted,from,recipes,and,weights,are,shared,flavors,between,nodes,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,15,Food,paring,hypothesis,is,an,indicator,calculated,after,forming,the,Flavor,Network,to,show,if,in,a,country,or,in,a,geographical,part,of,the,word,we,have,tasty,recipes,or,the,ingredients,do,not,have,similar,molecules,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,16,Tiago,Simas,(,Simas,",",Ficek,",",Diaz-Guilera,",",Obrador,",",&,Rodriguez,",",2017,),introduced,the,notion,of,food,bridging,formed,with,semi-metric,distances,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,17,A,group,of,scientists,in,a,recent,publication,(,Van,Erp,et,al.,",",2021,),oped,a,state,of,the,art,of,the,use,of,artificial,intelligence,and,natural,language,processing,in,analyzing,food,recipes,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,18,In,this,article,we,can,found,collected,ref-,erences,talking,about,the,challenging,part,in,collecting,food,and,recipe,data,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,19,For,example,",",Ahnert,(,Ahnert,",",2013,),presented,the,emergence,of,computational,gastronomy,in,food,science,and,its,effect,on,culinary,practices,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,20,(,Amato,&,Cozzolino,",",2017,),Ingredients,is,not,the,only,useful,information,we,want,to,extract,;,in,this,work,we,are,going,to,use,Hidden,Markov,Models,especially,Viterbi,algorithm,with,some,modification,to,make,it,receiving,two,unique,features,:,POS-tags,and,tokens,",",to,predict,ingredient,states,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,21,Previous,works,Many,previous,works,were,interested,in,analyzing,cuisine,recipes,",",for,exam-,ple,Sina,Sajadmanesh,(,Sajadmanesh,et,al.,",",2017,),presented,an,analysis,of,the,ingredients,diversity,around,the,word,using,an,ingredient-based,classifier,to,dif-,ferentiate,between,recipes,around,the,word,based,on,its,geographical,identity,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,22,Sina,Sajadmanesh,(,Sajadmanesh,et,al.,",",2017,),studied,the,diversity,of,ingredi-,ents,in,dishes,with,introduction,of,global,diversity,(,the,ability,to,have,diversified,ingredients,between,recipes,),and,local,diversity,(,the,ability,to,have,diversified,ingredients,within,a,recipe,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,23,Other,related,work,for,culinary,habits,is,Yong-Yeol,Ahn,paper,(,Ahn,",",Ahnert,",",2013,),who,introduced,the,notion,of,Flavor,Network,and,tried,to,verify,the,Food,Paring,hypothesis,introduced,on,the,90Ã¢ÂÂs,by,Heston,Blumenthal,and,Francois,Benzi,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.15707_generated.txt,1,24,Flavor,network,as,described,by,Ahn,is,a,graph,where,the,nodes,are,the,ingredients,extracted,from,recipes,and,weights,are,shared,flavors,between,nodes,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
