Author name,Document index,Paragraph index,Sentence index,Sentence length,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60,Word 61,Word 62,Word 63,Word 64,Word 65,Word 66,Word 67,Word 68,Word 69,Word 70,Word 71,Word 72,Word 73,Word 74,Word 75,Word 76,Word 77,Word 78,Word 79,Word 80,Word 81
originalAbstract,25,0,5,32,Exper-,imental,results,in,an,exemplary,environment,show,that,our,MARL,approach,is,able,to,demonstrate,the,effectiveness,and,necessity,of,restrictions,on,individual,liberty,for,collaborative,supply,of,public,goods,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,25,0,6,43,Different,optimal,policies,are,learned,by,our,MARL,agents,under,different,collaboration,levels,",",which,change,in,an,interpretable,pattern,of,collaboration,that,helps,to,balance,the,losses,suf-,fered,by,regions,of,different,types,",",and,consequently,promotes,the,overall,welfare,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,25,0,7,34,Meanwhile,",",policies,learned,with,higher,collaboration,levels,yield,higher,global,rewards,",",which,illustrates,the,benefit,of,",",and,thus,provides,a,novel,justification,for,the,legitimacy,of,",",promoting,inter-regional,collaboration,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,25,0,8,30,Therefore,",",our,method,shows,the,capability,of,MARL,in,computationally,modeling,and,supporting,the,theory,of,calculus,of,consent,",",developed,by,Nobel,Prize,winner,J.,M.,Buchanan,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,26,0,0,33,﻿Reliable,probability,estimation,is,of,crucial,importance,in,many,real-world,appli-,cations,where,there,is,inherent,uncertainty,",",such,as,weather,forecasting,",",medical,prognosis,",",or,collision,avoidance,in,autonomous,vehicles,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,26,0,1,10,Probability-estimation,models,are,trained,on,observed,outcomes,(,e.g,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,26,0,2,30,whether,it,has,rained,or,not,",",or,whether,a,patient,has,died,or,not,),",",because,the,ground-truth,probabilities,of,the,events,of,interest,are,typically,unknown,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,26,0,3,28,The,problem,is,therefore,analogous,to,binary,classification,",",with,the,important,difference,that,the,objective,is,to,esti-,mate,probabilities,rather,than,predicting,the,specific,outcome,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,26,0,4,18,The,goal,of,this,work,is,to,investigate,probability,estimation,from,high-dimensional,data,using,deep,neural,networks,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,26,0,5,28,There,exist,several,methods,to,improve,the,probabilities,generated,by,these,models,but,they,mostly,focus,on,classification,problems,where,the,probabilities,are,related,to,model,uncertainty,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,26,0,6,21,In,the,case,of,problems,with,inherent,uncertainty,",",it,is,challenging,to,evaluate,performance,without,access,to,ground-truth,probabilities,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,26,0,7,17,To,address,this,",",we,build,a,synthetic,dataset,to,study,and,compare,different,computable,metrics,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,26,0,8,47,We,evaluate,existing,methods,on,the,synthetic,data,as,well,as,on,three,real-world,probability,estimation,tasks,",",all,of,which,involve,inherent,uncertainty,:,precipitation,forecasting,from,radar,images,",",predicting,cancer,patient,survival,from,histopathology,images,",",and,predicting,car,crashes,from,dashcam,videos,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,26,0,9,37,Finally,",",we,also,propose,a,new,method,for,prob-,ability,estimation,using,neural,networks,",",which,modifies,the,training,process,to,promote,output,probabilities,that,are,consistent,with,empirical,probabilities,com-,puted,from,the,data,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,26,0,10,4,The,method,outperforms,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,27,0,0,16,﻿Graph,is,a,universe,data,structure,that,is,widely,used,to,organize,data,in,real-world,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,27,0,1,18,Various,real-word,net-works,like,the,transportation,network,",",social,and,academic,network,can,be,represented,by,graphs,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,27,0,2,26,Recent,years,have,witnessed,the,quick,development,on,representing,vertices,in,the,network,into,a,low-dimensional,vector,space,",",referred,to,as,network,representation,learning,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,27,0,3,14,Representation,learning,can,facilitate,the,design,of,new,algorithms,on,the,graph,data,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,27,0,4,17,In,this,survey,",",we,conduct,a,comprehensive,review,of,current,literature,on,network,representation,learning,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,27,0,5,24,Existing,algorithms,can,be,categorized,into,three,groups,:,shallow,embedding,models,",",heterogeneous,network,embedding,models,",",graph,neural,network,based,models,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,27,0,6,17,We,review,state-of-the-art,al-,gorithms,for,each,category,and,discuss,the,essential,differences,between,these,algorithms,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,27,0,7,37,One,advantage,of,the,survey,is,that,we,systematically,study,the,underlying,theoretical,foundations,underlying,the,different,categories,of,algorithms,",",which,offers,deep,insights,for,better,understanding,the,development,of,the,network,representation,learning,field,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,28,0,0,17,﻿Remembering,and,forgetting,mechanisms,are,two,sides,of,the,same,coin,in,a,human,learning-memory,system,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,28,0,1,34,Inspired,by,human,brain,memory,mechanisms,",",modern,machine,learning,systems,have,been,working,to,endow,machine,with,lifelong,learning,capability,through,better,remembering,while,pushing,the,forgetting,as,the,antagonist,to,overcome,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,28,0,2,11,Nevertheless,",",this,idea,might,only,see,the,half,picture,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,28,0,3,34,Up,until,very,recently,",",increasing,researchers,argue,that,a,brain,is,born,to,forget,",",i.e.,",",forgetting,is,a,natural,and,active,process,for,abstract,",",rich,",",and,flexible,representations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,28,0,4,15,This,paper,presents,a,learning,model,by,active,forgetting,mechanism,with,artificial,neural,networks,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,28,0,5,69,The,active,forgetting,mechanism,(,AFM,),is,introduced,to,a,neural,network,via,a,``,plug-and-play,'',forgetting,layer,(,P,&,PF,),",",consisting,of,groups,of,inhibitory,neurons,with,Internal,Regulation,Strategy,(,IRS,),to,adjust,the,extinction,rate,of,themselves,via,lateral,inhibition,mechanism,and,External,Regulation,Strategy,(,ERS,),to,adjust,the,extinction,rate,of,excitatory,neurons,via,inhibition,mechanism,.,,,,,,,,,,,,
originalAbstract,28,0,6,32,Experimental,studies,have,shown,that,the,P,&,PF,offers,surprising,benefits,:,self-adaptive,structure,",",strong,generalization,",",long-term,learning,and,memory,",",and,robustness,to,data,and,parameter,perturbation,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,28,0,7,25,This,work,sheds,light,on,the,importance,of,forgetting,in,the,learning,process,and,offers,new,perspectives,to,understand,underlying,mechanisms,of,neural,networks,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,29,0,0,10,﻿This,paper,proposes,a,method,for,calibrating,control,parameters,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,29,0,1,40,Examples,of,such,control,parameters,are,gains,of,PID,controllers,",",weights,of,a,cost,function,for,optimal,control,",",filter,coefficients,",",the,sliding,surface,of,a,sliding,mode,controller,",",or,weights,of,a,neural,net-,work,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,29,0,2,15,Hence,",",the,proposed,method,can,be,applied,to,a,wide,range,of,controllers,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,29,0,3,25,The,method,uses,a,Kalman,filter,that,estimates,control,parameters,rather,than,the,system,’,s,state,",",using,data,of,closed-loop,system,operation,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,29,0,4,23,The,con-,trol,parameter,calibration,is,driven,by,a,training,objective,",",which,encompasses,specifications,on,the,performance,of,the,dynamical,system,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,29,0,5,35,The,calibration,method,tunes,the,parameters,online,and,robustly,",",is,computationally,effi-,cient,",",has,low,data,storage,requirements,",",and,is,easy,to,implement,making,it,appealing,for,many,real-time,applica-,tions,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,29,0,6,52,Simulation,results,show,that,the,method,is,able,to,learn,control,parameters,quickly,(,approximately,24,%,aver-,age,decay,factor,of,closed-loop,cost,),",",is,able,to,tune,the,parameters,to,compensate,for,disturbances,(,approximately,29,%,improvement,on,tracking,precision,),",",and,is,robust,to,noise,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,29,0,7,35,Further,",",a,simulation,study,with,the,high-fidelity,ve-,hicle,simulator,CarSim,shows,that,the,method,can,calibrate,controllers,of,a,complex,dynamical,system,online,",",which,indicates,its,applicability,to,a,real-world,system,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,30,0,0,30,﻿It,is,highly,desirable,to,know,how,uncertain,a,model,’,s,predictions,are,",",especially,for,models,that,are,complex,and,hard,to,understand,as,in,deep,learning,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,30,0,1,27,Although,there,has,been,a,growing,interest,in,using,deep,learning,methods,in,diffusion-weighted,MRI,",",prior,works,have,not,addressed,the,issue,of,model,uncertainty,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,30,0,2,19,Here,",",we,propose,a,deep,learning,method,to,estimate,the,diffusion,tensor,and,compute,the,estimation,uncertainty,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,30,0,3,14,Data-dependent,uncertainty,is,computed,directly,by,the,network,and,learned,via,loss,attenuation,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,30,0,4,9,Model,uncertainty,is,computed,using,Monte,Carlo,dropout,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,30,0,5,14,We,also,propose,a,new,method,for,evaluating,the,quality,of,predicted,uncertainties,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,30,0,6,17,We,compare,the,new,method,with,the,standard,least-squares,tensor,estimation,and,bootstrap-based,uncertainty,computation,techniques,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,30,0,7,30,Our,experiments,show,that,when,the,number,of,measurements,is,small,the,deep,learning,method,is,more,accurate,and,its,uncertainty,predictions,are,better,calibrated,than,the,standard,methods,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,30,0,8,33,We,show,that,the,estimation,uncertainties,computed,by,the,new,method,can,highlight,the,model,’,s,biases,",",detect,domain,shift,",",and,reflect,the,strength,of,noise,in,the,measurements,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,30,0,9,19,Our,study,shows,the,importance,and,practical,value,of,modeling,prediction,uncertainties,in,deep,learning-based,diffusion,MRI,analysis,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,31,0,0,44,﻿Prominent,approaches,to,belief,revision,prescribe,the,adop-,tion,of,a,new,belief,that,is,as,close,as,possible,to,the,prior,belief,",",in,a,process,that,",",even,in,the,standard,case,",",can,be,described,as,attempting,to,minimize,surprise,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,31,0,1,56,Here,we,ex-,tend,the,existing,model,by,proposing,a,measure,of,surprise,",",dubbed,relative,surprise,",",in,which,surprise,is,computed,with,respect,not,just,to,the,prior,belief,",",but,also,to,the,broader,context,provided,by,the,new,information,",",using,a,measure,derived,from,familiar,distance,notions,between,truth-value,assignments,.,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,31,0,2,51,We,characterize,the,surprise,minimization,re-,vision,operator,thus,defined,using,a,set,of,intuitive,rationality,postulates,in,the,AGM,mould,",",along,the,way,obtaining,rep-,resentation,results,for,other,existing,revision,operators,in,the,literature,",",such,as,the,Dalal,operator,and,a,recently,introduced,distance-based,min-max,operator,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,32,0,0,23,﻿This,paper,presents,an,autoencoder,based,unsupervised,ap-,proach,to,identify,anomaly,in,an,industrial,machine,using,sounds,produced,by,the,machine,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,32,0,1,13,The,proposed,framework,is,trained,using,log-melspectrogram,representations,of,the,sound,signal,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,32,0,2,39,In,classification,",",our,hypothesis,is,that,the,reconstruction,error,computed,for,an,abnormal,machine,is,larger,than,that,of,the,a,normal,machine,",",since,only,nor-,mal,machine,sounds,are,being,used,to,train,the,autoencoder,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,32,0,3,12,A,threshold,is,chosen,to,discriminate,between,normal,and,abnormal,machines,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,32,0,4,11,However,",",the,threshold,changes,as,sur-,rounding,conditions,vary,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,32,0,5,26,To,select,an,appropriate,threshold,irrespective,of,the,surrounding,",",we,propose,a,scene,classi-,fication,framework,",",which,can,classify,the,underlying,sur-,rounding,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,32,0,6,13,Hence,",",the,threshold,can,be,selected,adaptively,irrespective,of,the,surrounding,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,32,0,7,21,The,experiment,evaluation,is,performed,on,MIMII,dataset,for,industrial,machines,namely,fan,",",pump,",",valve,and,slide,rail,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,32,0,8,28,Our,experiment,analysis,shows,that,utilizing,adaptive,threshold,",",the,performance,im-,proves,significantly,as,that,obtained,using,the,fixed,threshold,computed,for,a,given,surrounding,only,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,33,0,0,36,﻿In,this,paper,",",multi-agent,reinforcement,learning,is,used,to,control,a,hybrid,energy,storage,system,working,collaboratively,to,reduce,the,energy,costs,of,a,microgrid,through,maximising,the,value,of,renewable,energy,and,trading,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,33,0,1,37,The,agents,must,learn,to,control,three,different,types,of,energy,storage,system,suited,for,short,",",medium,",",and,long-term,storage,under,fluctuating,demand,",",dynamic,wholesale,energy,prices,",",and,unpredictable,renewable,energy,generation,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,33,0,2,55,Two,case,studies,are,considered,:,the,first,looking,at,how,the,energy,storage,systems,can,better,integrate,renewable,energy,generation,under,dynamic,pricing,",",and,the,second,with,how,those,same,agents,can,be,used,alongside,an,aggregator,agent,to,sell,energy,to,self-interested,external,microgrids,looking,to,reduce,their,own,energy,bills,.,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,33,0,3,38,This,work,found,that,the,centralised,learning,with,decentralised,execution,of,the,multi-agent,deep,deterministic,policy,gradient,and,its,state-of-the-art,variants,allowed,the,multi-agent,methods,to,perform,significantly,better,than,the,control,from,a,single,global,agent,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,33,0,4,23,It,was,also,found,that,using,separate,reward,functions,in,the,multi-agent,approach,performed,much,better,than,using,a,single,control,agent,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,33,0,5,31,Being,able,to,trade,with,the,other,microgrids,",",rather,than,just,selling,back,to,the,utility,grid,",",also,was,found,to,greatly,increase,the,grid,’,s,savings,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,34,0,0,28,﻿Onboard,autonomy,technologies,such,as,planning,and,scheduling,",",identification,of,scientific,targets,",",and,content-based,data,summarization,",",will,lead,to,exciting,new,space,science,missions,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,34,0,1,28,However,",",the,challenge,of,operating,missions,with,such,onboard,autonomous,capabilities,has,not,been,studied,to,a,level,of,detail,sufficient,for,consideration,in,mission,concepts,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,34,0,2,16,These,autonomy,capabilities,will,require,changes,to,current,operations,processes,",",practices,",",and,tools,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,34,0,3,36,We,have,developed,a,case,study,to,assess,the,changes,needed,to,enable,operators,and,scientists,to,operate,an,autonomous,spacecraft,by,facil-,itating,a,common,model,between,the,ground,personnel,and,the,onboard,algorithms,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,34,0,4,42,We,assess,the,new,operations,tools,and,workflows,necessary,to,enable,operators,and,scientists,to,convey,their,desired,intent,to,the,spacecraft,",",and,to,be,able,to,reconstruct,and,explain,the,decisions,made,onboard,and,the,state,of,the,spacecraft,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,34,0,5,43,Mock-ups,of,these,tools,were,used,in,a,user,study,to,understand,the,effectiveness,of,the,processes,and,tools,in,enabling,a,shared,framework,of,understanding,",",and,in,the,ability,of,the,operators,and,scientists,to,effectively,achieve,mission,science,objectives,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,35,0,0,19,﻿Efficient,exploration,in,deep,cooperative,multi-agent,reinforcement,learning,(,MARL,),still,remains,challenging,in,complex,coordination,problems,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,35,0,1,19,In,this,paper,",",we,introduce,a,novel,Episodic,Multi-agent,reinforcement,learning,with,Curiosity-driven,exploration,",",called,EMC,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,35,0,2,53,We,leverage,an,insight,of,popular,factor-,ized,MARL,algorithms,that,the,“,induced,'',individual,Q-values,",",i.e.,",",the,individual,utility,functions,used,for,local,execution,",",are,the,embeddings,of,local,action-,observation,histories,",",and,can,capture,the,interaction,between,agents,due,to,reward,backpropagation,during,centralized,training,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,35,0,3,30,Therefore,",",we,use,prediction,errors,of,individual,Q-values,as,intrinsic,rewards,for,coordinated,exploration,and,uti-,lize,episodic,memory,to,exploit,explored,informative,experience,to,boost,policy,training,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,35,0,4,36,As,the,dynamics,of,an,agent,’,s,individual,Q-value,function,captures,the,novelty,of,states,and,the,influence,from,other,agents,",",our,intrinsic,reward,can,induce,coordinated,exploration,to,new,or,promising,states,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,35,0,5,30,We,illustrate,the,advantages,of,our,method,by,didactic,examples,",",and,demonstrate,its,significant,outperformance,over,state-of-the-art,MARL,baselines,on,challenging,tasks,in,the,StarCraft,II,micromanagement,benchmark,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,36,0,0,33,﻿Temporal,difference,(,TD,),learning,and,its,variants,",",such,as,multistage,TD,(,MS-TD,),learning,and,temporal,coherence,(,TC,),learning,",",have,been,successfully,applied,to,2048,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,36,0,1,14,These,methods,rely,on,the,stochasticity,of,the,environment,of,2048,for,exploration,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,36,0,2,30,In,this,paper,",",we,propose,to,employ,optimistic,initialization,(,OI,),to,encourage,exploration,for,2048,",",and,empirically,show,that,the,learning,quality,is,significantly,improved,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,36,0,3,12,This,approach,optimistically,initializes,the,feature,weights,to,very,large,values,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,36,0,4,26,Since,weights,tend,to,be,reduced,once,the,states,are,visited,",",agents,tend,to,explore,those,states,which,are,unvisited,or,visited,few,times,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,36,0,5,16,Our,experiments,show,that,both,TD,and,TC,learning,with,OI,significantly,improve,the,performance,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,36,0,6,17,As,a,result,",",the,network,size,required,to,achieve,the,same,performance,is,significantly,reduced,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,36,0,7,39,With,additional,tunings,such,as,expectimax,search,",",multistage,learning,",",and,tile-,downgrading,technique,",",our,design,achieves,the,state-of-the-art,performance,",",namely,an,average,score,of,625,377,and,a,rate,of,72,%,reaching,32768-tiles,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,36,0,8,18,In,addition,",",for,sufficiently,large,tests,",",65536-tiles,are,reached,at,a,rate,of,0.02,%,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,37,0,0,28,﻿Over,the,last,10,to,15,years,",",active,inference,has,helped,to,explain,various,brain,mechanisms,from,habit,formation,to,dopaminergic,discharge,and,even,modelling,curiosity,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,37,0,1,30,However,",",the,current,implementations,suffer,from,an,exponential,(,space,and,time,),complexity,class,when,computing,the,prior,over,all,the,possible,policies,up,to,the,time-horizon,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,37,0,2,25,Fountas,et,al,(,2020,),used,Monte,Carlo,tree,search,to,address,this,problem,",",leading,to,impressive,results,in,two,different,tasks,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,37,0,3,27,In,this,paper,",",we,present,an,alternative,framework,that,aims,to,unify,tree,search,and,active,inference,by,casting,planning,as,a,structure,learning,problem,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,37,0,4,8,Two,tree,search,algorithms,are,then,presented,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
